CD_CARGO,DS_CARGO_x,SQ_CANDIDATO,NR_IDADE_DATA_POSSE_x,CD_GENERO,DS_GENERO_x,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO_x,CD_ESTADO_CIVIL,DS_ESTADO_CIVIL_x,CD_COR_RACA,DS_COR_RACA_x,CD_OCUPACAO,DS_OCUPACAO_x,ST_REELEICAO_x,VR_BEM_CANDIDATO_x,QT_VOTOS_NOMINAIS_x,NM_URNA_CANDIDATO,DS_SIT_TOT_TURNO
7,DEPUTADO ESTADUAL,260001644232,45.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,115000.0,10396,ALAN DE MUNDINHO,SUPLENTE
6,DEPUTADO FEDERAL,100001713821,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,111,MEDICO,N,486610.05,1808,ANTONIO GONÇALVES,NAO ELEITO
7,DEPUTADO ESTADUAL,190001615325,64.0,4,FEMININO,7,SUPERIOR INCOMPLETO,3,CASADO(A),2,PRETA,922,SERVIDOR PUBLICO CIVIL APOSENTADO,N,220000.0,611,SANDRA ALEIXO,NAO ELEITO
7,DEPUTADO ESTADUAL,160001724322,45.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,117,FARMACEUTICO,N,2776840.88,521,PATRÍCIA ALEOTTI,SUPLENTE
6,DEPUTADO FEDERAL,270001649250,48.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),3,PARDA,931,ESTUDANTE. BOLSISTA. ESTAGIARIO E ASSEMELHADOS,N,150000.0,50,KEILA AGUIAR CALDAS,NAO ELEITO
7,DEPUTADO ESTADUAL,120001652322,59.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,586000.0,1368,CLARINEU NOGUEIRA,SUPLENTE
7,DEPUTADO ESTADUAL,130001596324,46.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,278,VEREADOR,N,67500.0,3911,KATIA GOULART,SUPLENTE
6,DEPUTADO FEDERAL,110001643558,39.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,N,25491627.13,54607,IRAJA LACERDA,NAO ELEITO
6,DEPUTADO FEDERAL,20001698517,41.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),3,PARDA,113,ENFERMEIRO,N,78859.0,1934,ISAAC LIMA + COLETIVO DA SAÚDE,NAO ELEITO
7,DEPUTADO ESTADUAL,80001652399,40.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,190,FOTOGRAFO E ASSEMELHADOS,N,112000.0,640,MOISÉS GONÇALVES,NAO ELEITO
7,DEPUTADO ESTADUAL,190001645301,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,923,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,369000.0,500,VITOR PAULO,NAO ELEITO
7,DEPUTADO ESTADUAL,100001689568,36.0,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,SOLTEIRO(A),3,PARDA,257,EMPRESARIO,N,855000.0,432,NERI DE SOUZA,NAO ELEITO
6,DEPUTADO FEDERAL,240001604522,68.0,4,FEMININO,7,SUPERIOR INCOMPLETO,9,DIVORCIADO(A),2,PRETA,265,PROFESSOR DE ENSINO FUNDAMENTAL,N,500000.0,1122,PROF.. ANGÉLICA,SUPLENTE
7,DEPUTADO ESTADUAL,140001600289,51.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),3,PARDA,257,EMPRESARIO,N,60000.0,1978,IRÁ DAS FERRAGENS,SUPLENTE
7,DEPUTADO ESTADUAL,80001651646,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,N,449597.83,8434,DR HENRIQUE VARGAS,SUPLENTE
7,DEPUTADO ESTADUAL,160001600803,31.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,265,PROFESSOR DE ENSINO FUNDAMENTAL,N,316348.28,419,PROFESSORA SAMARA,NAO ELEITO
7,DEPUTADO ESTADUAL,120001652317,60.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,S,1715322.36,27969,PEDRO KEMP,ELEITO POR QP
7,DEPUTADO ESTADUAL,250001699787,53.0,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,N,618000.0,235,MESSIAS DA OFICINA,NAO ELEITO
6,DEPUTADO FEDERAL,30001607348,51.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,266,PROFESSOR DE ENSINO MEDIO,N,320000.0,4315,PROFESSOR MARCOS,NAO ELEITO
8,DEPUTADO DISTRITAL,70001596079,53.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,266,PROFESSOR DE ENSINO MEDIO,N,207000.0,4315,PROFESSOR MARCOS,SUPLENTE
6,DEPUTADO FEDERAL,240001610083,54.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,266,PROFESSOR DE ENSINO MEDIO,N,200000.0,4315,PROFESSOR MARCOS,NAO ELEITO
7,DEPUTADO ESTADUAL,210001614132,27.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,117,FARMACEUTICO,N,265000.0,3671,BIBI MELLO,NAO ELEITO
6,DEPUTADO FEDERAL,180001601220,69.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,903498.12,24868,IRMÃO ELIAS,NAO ELEITO
6,DEPUTADO FEDERAL,200001601296,27.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,172,PUBLICITARIO,N,49932.98,1879,BARBARA DANTAS,NAO ELEITO
7,DEPUTADO ESTADUAL,130001607414,69.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,S,28645316.87,37143,INÁCIO FRANCO,SUPLENTE
7,DEPUTADO ESTADUAL,130001607419,39.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),2,PRETA,265,PROFESSOR DE ENSINO FUNDAMENTAL,N,29096.0,25689,ADRIANA SOUZA,SUPLENTE
6,DEPUTADO FEDERAL,170001619597,35.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,277,DEPUTADO,S,528000.0,134391,TÚLIO GADELHA,ELEITO POR QP
7,DEPUTADO ESTADUAL,160001716117,57.0,4,FEMININO,4,ENSINO FUNDAMENTAL COMPLETO,9,DIVORCIADO(A),3,PARDA,511,CABELEIREIRO. BARBEIRO. MANICURE. MAQUILADOR. ESTETICISTA E MASSAGISTA,N,23000.0,91,JOSE DO SALÃO,SUPLENTE
3,GOVERNADOR,180001718004,31.0,4,FEMININO,7,SUPERIOR INCOMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESARIO,N,284236.49,13209,GESSY LIMA,NAO ELEITO
7,DEPUTADO ESTADUAL,270001643536,66.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,N,20529.11,1256,DR. HIDER ALENCAR,SUPLENTE
7,DEPUTADO ESTADUAL,190001612216,59.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,8601929.78,3615,RICARDO GERANIUS,SUPLENTE
7,DEPUTADO ESTADUAL,80001621177,51.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,230,PEDAGOGO,N,2850.54,1639,ROSELANE ARAUJO,SUPLENTE
7,DEPUTADO ESTADUAL,120001613606,39.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,257,EMPRESARIO,N,5909514.61,11650,JOÃO CÉSAR MATTOGROSSO,SUPLENTE
7,DEPUTADO ESTADUAL,220001605542,53.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,S,350000.0,20895,EZEQUIEL NEIVA,ELEITO POR QP
7,DEPUTADO ESTADUAL,160001603349,41.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,277,DEPUTADO,S,930943.76,36209,SOLDADO ADRIANO JOSÉ,ELEITO POR QP
7,DEPUTADO ESTADUAL,120001606658,60.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,923,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,80000.0,190,SABRINO CARPES MARADONA,SUPLENTE
7,DEPUTADO ESTADUAL,160001716122,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,233,POLICIAL MILITAR,N,1185000.0,18307,CORONEL MEDEIROS,SUPLENTE
6,DEPUTADO FEDERAL,100001608209,54.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,278,VEREADOR,N,60000.0,18307,CORONEL MEDEIROS,SUPLENTE
7,DEPUTADO ESTADUAL,200001730041,54.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,9,DIVORCIADO(A),3,PARDA,999,OUTROS,N,28000.0,210,LUCINEIDE,NAO ELEITO
7,DEPUTADO ESTADUAL,160001622711,30.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),2,PRETA,596,AUXILIAR DE LABORATORIO,N,55500.0,1335,THIAGO TRINDADE,NAO ELEITO
7,DEPUTADO ESTADUAL,120001615146,29.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,101,ENGENHEIRO,N,118353.44,1335,THIAGO TRINDADE,SUPLENTE
7,DEPUTADO ESTADUAL,130001671856,51.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,257,EMPRESARIO,N,1952116.69,10529,CLAUDIOMIR DA MIRAINOX,SUPLENTE
7,DEPUTADO ESTADUAL,210001621309,49.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,125,ADMINISTRADOR,N,150000.0,1975,PROFESSORA GIOVANA,SUPLENTE
6,DEPUTADO FEDERAL,250001604839,55.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,921,MILITAR REFORMADO,N,1242834.66,9009,CORONEL PRADO,NAO ELEITO
7,DEPUTADO ESTADUAL,140001651032,36.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,131,ADVOGADO,N,103000.0,224,PROFESSOR RAFAEL TITAN,SUPLENTE
7,DEPUTADO ESTADUAL,140001676891,59.0,2,MASCULINO,5,ENSINO MEDIO INCOMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,1280724.21,5157,JOAQUIM NOGUEIRA,SUPLENTE
6,DEPUTADO FEDERAL,220001621852,31.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),3,PARDA,169,COMERCIANTE,N,1000.0,58,SABRINA VALIM,NAO ELEITO
6,DEPUTADO FEDERAL,250001612016,26.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,278,VEREADOR,N,138395.37,40881,LUCAS SANCHES,SUPLENTE
7,DEPUTADO ESTADUAL,40001612906,31.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),2,PRETA,131,ADVOGADO,N,3200.0,382,AMARAL NETO,SUPLENTE
7,DEPUTADO ESTADUAL,110001719771,47.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,S,391446.25,29359,VALDIR BARRANCO,ELEITO POR QP
7,DEPUTADO ESTADUAL,160001612416,59.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,171,JORNALISTA E REDATOR,N,1412839.79,14394,HERIVELTO OLIVEIRA,SUPLENTE
6,DEPUTADO FEDERAL,140001723490,47.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,N,30000.0,24,ROSI DA PRATINHA,NAO ELEITO
8,DEPUTADO DISTRITAL,70001620308,34.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),6,NAO INFORMADO,297,SERVIDOR PUBLICO ESTADUAL,N,160000.0,708,ELISANGELA ALMEIDA,SUPLENTE
7,DEPUTADO ESTADUAL,190001612217,41.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,297,SERVIDOR PUBLICO ESTADUAL,N,391005.48,8418,RAMON CARRERA,SUPLENTE
6,DEPUTADO FEDERAL,50001619869,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),2,PRETA,277,DEPUTADO,N,300308.33,118904,MARCIO MARINHO,ELEITO POR QP
7,DEPUTADO ESTADUAL,140001677157,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,395,BANCARIO E ECONOMIARIO,N,54350.0,1191,CELSO DO BANCO,SUPLENTE
7,DEPUTADO ESTADUAL,120001643163,59.0,4,FEMININO,7,SUPERIOR INCOMPLETO,9,DIVORCIADO(A),3,PARDA,923,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,570000.0,893,RAQUEL GONÇALVES,SUPLENTE
7,DEPUTADO ESTADUAL,130001607376,58.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),2,PRETA,277,DEPUTADO,S,244524.88,66110,LENINHA,ELEITO POR QP
7,DEPUTADO ESTADUAL,50001606428,49.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,277,DEPUTADO,S,299940.99,77624,OSNI,ELEITO POR QP
6,DEPUTADO FEDERAL,50001717860,39.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,9,DIVORCIADO(A),2,PRETA,257,EMPRESARIO,N,1050000.0,1013,BRUNO BARRETO,NAO ELEITO
6,DEPUTADO FEDERAL,250001604953,40.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,278,VEREADOR,N,300000.0,40477,THIAGO SURFISTA,SUPLENTE
7,DEPUTADO ESTADUAL,160001612430,60.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,S,1038574.02,32631,MICHELE CAPUTO,SUPLENTE
8,DEPUTADO DISTRITAL,70001601770,60.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,296,SERVIDOR PUBLICO FEDERAL,N,375000.0,425,MORELLI,SUPLENTE
7,DEPUTADO ESTADUAL,170001613821,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MEDICO,N,1354187.66,17960,ZECA,SUPLENTE
7,DEPUTADO ESTADUAL,50001614669,54.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,303,GERENTE,N,155740.0,1740,FERNANDO VETERINÁRIO,SUPLENTE
8,DEPUTADO DISTRITAL,70001601777,54.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,131,ADVOGADO,N,536403.5700000001,432,DRA ENILDE NERES,SUPLENTE
7,DEPUTADO ESTADUAL,50001609420,67.0,2,MASCULINO,3,ENSINO FUNDAMENTAL INCOMPLETO,3,CASADO(A),1,BRANCA,602,PECUARISTA,N,40000.0,684,RUBEM BARBOSA,SUPLENTE
7,DEPUTADO ESTADUAL,190001609524,29.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,101,ENGENHEIRO,N,859574.7,3141,GABRIEL VARGAS,SUPLENTE
7,DEPUTADO ESTADUAL,90001649538,63.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,S,1420579.64,45256,ANTÔNIO GOMIDE,ELEITO POR QP
7,DEPUTADO ESTADUAL,150001643212,50.0,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,3,CASADO(A),2,PRETA,502,PORTEIRO DE EDIFICIO. ASCENSORISTA. GARAGISTA E ZELADOR,N,128000.0,269,ZÉ PEREIRA ,SUPLENTE
6,DEPUTADO FEDERAL,150001621681,39.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,171,JORNALISTA E REDATOR,N,507786.48,8544,HERON CID ,SUPLENTE
7,DEPUTADO ESTADUAL,90001653821,60.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),1,BRANCA,277,DEPUTADO,N,463095.17,37638,PAULO CEZAR MARTINS,ELEITO POR QP
7,DEPUTADO ESTADUAL,270001675938,50.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,265,PROFESSOR DE ENSINO FUNDAMENTAL,N,624500.0,4398,ROSILENE MARTINS,NAO ELEITO
6,DEPUTADO FEDERAL,200001695814,50.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,233,POLICIAL MILITAR,N,450000.0,333,SARGENTO WALFRIDO,NAO ELEITO
7,DEPUTADO ESTADUAL,250001610203,41.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),4,AMARELA,999,OUTROS,N,349000.0,33198,DRA. CRISTIANY,SUPLENTE
7,DEPUTADO ESTADUAL,90001653953,64.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,N,757000.0,2428,CORONEL ALEXANDRE,NAO ELEITO
7,DEPUTADO ESTADUAL,220001713743,49.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),3,PARDA,295,MEMBRO DAS FORCAS ARMADAS,N,431967.0,2428,CORONEL ALEXANDRE,SUPLENTE
6,DEPUTADO FEDERAL,250001611847,62.0,4,FEMININO,6,ENSINO MEDIO COMPLETO,5,VIUVO(A),3,PARDA,581,DONA DE CASA,N,990000.0,407,LEONICE LEONCIA,SUPLENTE
7,DEPUTADO ESTADUAL,230001604215,41.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,230,PEDAGOGO,N,180000.0,20,PROFA FRAN,NAO ELEITO
7,DEPUTADO ESTADUAL,40001600314,49.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,296,SERVIDOR PUBLICO FEDERAL,N,1460545.66,11212,DELEGADO MARCELO DIAS,SUPLENTE
7,DEPUTADO ESTADUAL,190001612190,39.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,298,SERVIDOR PUBLICO MUNICIPAL,N,97524.93,1800,MARCUS MENEZES,SUPLENTE
6,DEPUTADO FEDERAL,20001698518,50.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,9,DIVORCIADO(A),3,PARDA,257,EMPRESARIO,N,144942.63,381,SERGIO SANTOS,NAO ELEITO
7,DEPUTADO ESTADUAL,210001649804,36.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,N,262000.0,486,EILA LIMA,SUPLENTE
6,DEPUTADO FEDERAL,130001645091,56.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,9,DIVORCIADO(A),1,BRANCA,999,OUTROS,N,400000.0,230,ELIAS NUNES,NAO ELEITO
6,DEPUTADO FEDERAL,130001607640,37.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,233,POLICIAL MILITAR,N,47000.0,3554,WASHINGTON MODESTO,SUPLENTE
7,DEPUTADO ESTADUAL,60001713048,62.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,102,ARQUITETO,N,15000.0,106,LUIZ PAIXÃO,NAO ELEITO
6,DEPUTADO FEDERAL,150001620421,46.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,N,13000.0,27,MAURÍCIO JOSÉ,NAO ELEITO
7,DEPUTADO ESTADUAL,160001716131,49.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,910,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,S,53022.32,52198,ALEXANDRE AMARO,ELEITO POR QP
6,DEPUTADO FEDERAL,50001619919,41.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,124,CONTADOR,N,39600.0,1367,GUINHO DA CONTEM,NAO ELEITO
7,DEPUTADO ESTADUAL,50001620008,62.0,4,FEMININO,8,SUPERIOR COMPLETO,5,VIUVO(A),3,PARDA,111,MEDICO,N,2151446.53,13047,DRA. GRAÇA MELO,SUPLENTE
6,DEPUTADO FEDERAL,210001621250,64.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,142,PROFESSOR DE ENSINO SUPERIOR,N,4797520.33,22791,PROFESSOR PAULO BURMANN,SUPLENTE
6,DEPUTADO FEDERAL,160001622623,70.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,5,VIUVO(A),3,PARDA,257,EMPRESARIO,N,1212.0,481,ALMEIDA SOBRINHO,NAO ELEITO
7,DEPUTADO ESTADUAL,250001619346,60.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,N,510000.0,701,HONNO CAHON,SUPLENTE
7,DEPUTADO ESTADUAL,260001636416,47.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,297,SERVIDOR PUBLICO ESTADUAL,N,650000.0,2767,DELEGADO FABIO PIMENTEL,SUPLENTE
7,DEPUTADO ESTADUAL,180001713660,60.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,923,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,50000.0,129,FRANKLIN TORRES,NAO ELEITO
7,DEPUTADO ESTADUAL,90001644198,39.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,111,MEDICO,N,286783.66000000003,6151,DR FERNANDO CURADO,SUPLENTE
7,DEPUTADO ESTADUAL,130001634061,37.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,230,PEDAGOGO,N,149050.58,105,BRENDA CRISTINA,SUPLENTE
7,DEPUTADO ESTADUAL,50001609434,61.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,12130123.0,35188,RAIMUNDINHO DA JR,ELEITO POR QP
6,DEPUTADO FEDERAL,170001595452,40.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,297,SERVIDOR PUBLICO ESTADUAL,N,312492.97,1656,POLICIAL ALYNE ANNE,SUPLENTE
7,DEPUTADO ESTADUAL,130001606720,44.0,2,MASCULINO,4,ENSINO FUNDAMENTAL COMPLETO,3,CASADO(A),3,PARDA,234,PRODUTOR AGROPECUARIO,N,502356.25,1560,GÊ MAGALHÃES,SUPLENTE
7,DEPUTADO ESTADUAL,250001609971,60.0,2,MASCULINO,8,SUPERIOR COMPLETO,5,VIUVO(A),1,BRANCA,257,EMPRESARIO,N,614298.4400000001,5964,QUITO FORMIGA,SUPLENTE
7,DEPUTADO ESTADUAL,250001609976,47.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,9,DIVORCIADO(A),3,PARDA,163,CANTOR E COMPOSITOR,N,316310.0,6368,HUGO SANTOS DE MARIA,SUPLENTE
7,DEPUTADO ESTADUAL,90001611926,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,26203000.0,7085,MILTON JUSTUS,NAO ELEITO
7,DEPUTADO ESTADUAL,90001614648,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,999,OUTROS,N,420313.32,1282,RONALDO BAFUTTO,SUPLENTE
3,GOVERNADOR,240001679805,75.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,276,SENADOR,N,2894850.75,398092,ESPERIDIÃO AMIN,NAO ELEITO
7,DEPUTADO ESTADUAL,250001621411,61.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,N,38000.0,504,PASTOR CLAUDIO AGUIAR,NAO ELEITO
6,DEPUTADO FEDERAL,130001596002,42.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,N,5334196.140000001,33613,FELIPE SALIBA,SUPLENTE
7,DEPUTADO ESTADUAL,130001678185,67.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),2,PRETA,999,OUTROS,N,50000.0,142,CARLOS EUFRÁSIO,SUPLENTE
6,DEPUTADO FEDERAL,80001610100,46.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESARIO,N,117766.66,540,JOSUÉ BATISTA,NAO ELEITO
6,DEPUTADO FEDERAL,100001614972,69.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,923,APOSENTADO (EXCETO SERVIDOR PUBLICO),N,3391109.08,58107,COLETIVO DR. GONÇALO,SUPLENTE
7,DEPUTADO ESTADUAL,150001620841,37.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,257,EMPRESARIO,N,461578.94,3642,EPITÁCIO,SUPLENTE
6,DEPUTADO FEDERAL,80001615730,46.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,296,SERVIDOR PUBLICO FEDERAL,N,50000.0,87994,GILVAN O FEDERAL DA DIREITA,ELEITO POR QP
6,DEPUTADO FEDERAL,130001671780,44.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESARIO,N,576783.6799999999,32713,KATIA DIAS,SUPLENTE
6,DEPUTADO FEDERAL,100001608071,43.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),3,PARDA,297,SERVIDOR PUBLICO ESTADUAL,N,191000.0,1845,REINALDO,SUPLENTE
7,DEPUTADO ESTADUAL,130001634019,52.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,3,CASADO(A),3,PARDA,277,DEPUTADO,S,1841563.31,82881,CARLOS HENRIQUE,ELEITO POR QP
7,DEPUTADO ESTADUAL,240001605913,51.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,S,2420506.29,67065,MAURO DE NADAL,ELEITO POR QP
7,DEPUTADO ESTADUAL,90001653185,38.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,277,DEPUTADO,S,1237623.61,25694,HENRIQUE ARANTES,SUPLENTE
7,DEPUTADO ESTADUAL,90001602725,45.0,2,MASCULINO,6,ENSINO MEDIO COMPLETO,3,CASADO(A),3,PARDA,278,VEREADOR,N,300000.0,4135,ELIEL JOSÉ,NAO ELEITO
